name	level	cui
ciclobendazole	5.0	C0055709
efinaconazole	5.0	C3273754
myristyl-benzalkonium	5.0	C3652547
fludarabine	5.0	C0059985
tetanus immunoglobulin	5.0	C4048265
voxelotor	5.0	C4723629
ethchlorvynol	5.0	C0014987
lapatinib	5.0	C1506770
brotizolam	5.0	C0054151
dihydroergotamine	5.0	C0012291
diclofenac, combinations	5.0	C3653153
montelukast	5.0	C0298130
meloxicam, combinations	5.0	C3652850
warfarin	5.0	C0043031
luspatercept	5.0	C4086553
clenbuterol and ambroxol	5.0	C2075715
diodone	5.0	C0021990
ergometrine	5.0	C0014704
meticrane	5.0	C0873165
veralipride	5.0	C0078168
creatinolfosfate	5.0	C0056471
daprodustat	5.0	C4519188
ferric citrate	5.0	C0060231
ranolazine	5.0	C0073633
uridine triacetate	5.0	C0281351
aminobutyric acid	5.0	C0220780
cediranib	5.0	C1698364
latamoxef	5.0	C0026651
metronidazole and diloxanide	5.0	C0360736
pyrethrum	5.0	C0347993
thiram	5.0	C0039962
ibritumomab tiuxetan (90Y)	5.0	C1134535
chlorphenesin	5.0	C0008280
zinc preparations	5.0	C3652702
remifentanil	5.0	C0246631
fenpiverinium	5.0	C0060190
exenatide	5.0	C0167117
oxycodone	5.0	C0030049
enalapril and lercanidipine	5.0	C3652772
debrisoquine	5.0	C0011082
fexofenadine	5.0	C0296800
rebamipide	5.0	C0069562
multivitamins and other minerals, incl. combinations	5.0	C3652836
copanlisib	5.0	C4049141
indacaterol and glycopyrronium bromide	5.0	C3700402
influenza, inactivated, split virus or surface antigen	5.0	C3652558
tavaborole	5.0	C3642427
sulfamoxole and trimethoprim	5.0	C2146455
elagolix, estradiol and norethisterone	5.0	C5783056
barium sulfate with suspending agents	5.0	C3653270
pecilocin	5.0	C0070200
fluoxetine	5.0	C0016365
levosulpiride	5.0	C0210380
cyanocobalamin, combinations	5.0	C3653121
apalutamide	5.0	C4329353
cascara	5.0	C0205704
lumiracoxib	5.0	C1176415
other nasal preparation combinations in ATC	5.0	C3540721
vaginal ring with progestogen and estrogen	5.0	C3652526
crizanlizumab	5.0	C4524703
sodium chlorite	5.0	C0142822
kaolin	5.0	C0022499
phenytoin, combinations	5.0	C3652611
technetium (99mTc) pyrophosphate	5.0	C3652579
calcium citrate lysine complex	5.0	C3652667
artemisinin and naphthoquine	5.0	C5577407
iodoform	5.0	C0063779
calcium glubionate	5.0	C0061347
pegcetacoplan	5.0	C5418501
protamine	5.0	C0033603
dorzolamide	5.0	C0165590
fluanisone	5.0	C0060473
noscapine	5.0	C0028426
menadione	5.0	C0025270
miconazole, combinations	5.0	C3652839
protionamide	5.0	C0033705
bromperidol	5.0	C0054138
rotigotine	5.0	C1700683
aumolertinib	5.0	C5446308
dutasteride	5.0	C0754659
phenobarbital	5.0	C0031412
fluvastatin	5.0	C0082608
voretigene neparvovec	5.0	C4541993
potassium salicylate	5.0	C0770438
roquinimex	5.0	C0244748
combination of rauwolfia alkaloids and diuretics incl. other combinations	5.0	C3652902
emepronium, combinations	5.0	C3653140
clindamycin, combinations	5.0	C3653090
noxytiolin	5.0	C0028476
tritoqualine	5.0	C0077316
calcium hexamine thiocyanate	5.0	C3652641
lisuride	5.0	C0023863
disopyramide	5.0	C0012702
fluocinolone acetonide and antiseptics	5.0	C3652971
suvorexant	5.0	C3179535
panipenem and betamipron	5.0	C0169614
avacopan	5.0	C4507514
ciclonicate	5.0	C0055710
brolucizumab	5.0	C4550124
cefminox	5.0	C0055006
eprosartan	5.0	C0287041
fluoxetine and psycholeptics	5.0	C3652764
avatrombopag	5.0	C3886460
etanautine	5.0	C3652696
fondaparinux	5.0	C1098510
ebastine	5.0	C0058895
alverine	5.0	C0051528
atenolol, thiazides and other diuretics	5.0	C3652983
methapyrilene	5.0	C0025625
flubendazole	5.0	C0060477
fenoprofen	5.0	C0015837
aclidinium bromide	5.0	C2699758
lenalidomide	5.0	C1144149
enoxolone	5.0	C0017986
aliskiren and amlodipine	5.0	C2937472
emetine	5.0	C0013974
fluoroethylcholine (18F)	5.0	C2348690
methantheline	5.0	C0025624
alpelisib	5.0	C4055478
saxagliptin	5.0	C1611934
dextranomer	5.0	C0057621
Other irrigating solution combinations in ATC	5.0	C3540028
tocofersolan	5.0	C0606070
rosuvastatin and omega-3 fatty acids	5.0	C5227841
temocapril	5.0	C0753183
allopurinol, combinations	5.0	C3653183
yttrium (90Y) silicate colloid	5.0	C0149236
piperazine	5.0	C0031957
olmesartan medoxomil, amlodipine and hydrochlorothiazide	5.0	C2959419
acefylline piperazine	5.0	C0771707
eberconazole	5.0	C0767000
flumequine	5.0	C0060493
carbasalate calcium	5.0	C0054547
goserelin	5.0	C0120107
mefruside	5.0	C0025156
technetium (99mTc) butedronic acid	5.0	C3652622
lasmiditan	5.0	C4519199
dextrothyroxine	5.0	C0011824
clofenamide	5.0	C2699364
sodium hypochlorite	5.0	C0037518
combinations of rauwolfia alkaloids	5.0	C3653132
nadolol	5.0	C0027302
dibutylsuccinate	5.0	C3652664
cefazolin	5.0	C0007546
itraconazole	5.0	C0064113
febuxostat	5.0	C0249529
iodine (125I) human albumin	5.0	C3652492
regdanvimab	5.0	C5432268
nitrogen	5.0	C0028158
iodamide	5.0	C0021961
pegaspargase	5.0	C0071568
alizapride	5.0	C0051162
cefaloridine	5.0	C0007727
vitamin D and analog combinations	5.0	C3539962
torasemide	5.0	C0076840
magnesium chloride	5.0	C0024472
poliomyelitis, trivalent, inactivated, whole virus	5.0	C3652521
levoketoconazole	5.0	C4550366
electrolytes	5.0	C0013832
ciprofloxacin and ornidazole	5.0	C3871457
metisazone	5.0	C0025656
sulfamerazine	5.0	C0038684
atorvastatin, amlodipine and candesartan	5.0	C5783045
various other agents for local oral treatment in ATC	5.0	C3540762
asfotase alfa	5.0	C3490795
technetium (99mTc) lidofenin	5.0	C0075958
pentoxyverine	5.0	C0054668
asciminib	5.0	C4508722
buserelin	5.0	C0006456
theophylline	5.0	C0039771
halometasone	5.0	C0062097
ioversol	5.0	C0063828
naloxegol	5.0	C3700399
glibornuride	5.0	C0350998
propanol, combinations	5.0	C3653279
penthienate	5.0	C0301375
carfloglitazar	5.0	C5446713
fluprednidene and antibiotics	5.0	C3652763
felbinac	5.0	C0877860
spiramycin and metronidazole	5.0	C3653222
somatrem	5.0	C0143083
elagolix	5.0	C2714632
belladonna total alkaloids and psycholeptics	5.0	C3653008
aminophenazone, combinations with psycholeptics	5.0	C3653272
valsartan and sacubitril	5.0	C4033631
metformin and empagliflozin	5.0	C4050748
propatylnitrate, combinations	5.0	C3653096
etafenone	5.0	C0059677
gefitinib	5.0	C1122962
aspoxicillin	5.0	C0104449
perindopril and diuretics	5.0	C3653048
cymarin	5.0	C0010608
fluorescein	5.0	C0060520
medicinal charcoal, combinations	5.0	C3652851
milnacipran	5.0	C1533126
pafolacianine	5.0	C5446780
arginine glutamate	5.0	C0377223
thebacon	5.0	C2984006
sodium fluoride (18F)	5.0	C3652487
ergot alkaloids	5.0	C0014707
tisopurine	5.0	C0076516
naftifine	5.0	C0068367
technetium (99mTc) pertechnetate	5.0	C1136262
ceforanide	5.0	C0055008
chlorproethazine	5.0	C0164858
pargyline and diuretics	5.0	C3653046
zoledronic acid, calcium and colecalciferol, sequential	5.0	C4059156
epirubicin	5.0	C0014582
technetium (99mTc) exametazime labelled cells	5.0	C3652636
rifampicin, pyrazinamide, ethambutol and isoniazid	5.0	C3652489
aprepitant	5.0	C1176306
trimazosin	5.0	C0077147
alclometasone	5.0	C0360534
irbesartan and diuretics	5.0	C3653033
omega-3-triglycerides incl. other esters and acids	5.0	C3652730
artesunate	5.0	C0052432
enfuvirtide	5.0	C0537439
vilazodone	5.0	C1530072
benznidazole	5.0	C0053230
desfesoterodine	5.0	C4301611
testosterone	5.0	C0039601
codeine and paracetamol	5.0	C2351132
crospovidone	5.0	C0728803
clidinium and psycholeptics	5.0	C3652994
dimercaprol	5.0	C0012383
aluminium oxide	5.0	C0002374
teclozan	5.0	C0076032
glutathione	5.0	C0017817
streptomycin and isoniazid	5.0	C3652710
emepronium	5.0	C0013954
cilazapril and diuretics	5.0	C3653043
chlormadinone	5.0	C0262965
tasonermin	5.0	C0937851
pravastatin and ezetimibe	5.0	C5577413
otologic analgesic and anesthetic combinations	5.0	C3539971
tilidine and naloxone	5.0	C2928823
sevoflurane	5.0	C0074414
mifepristone	5.0	C0026088
sabatolimab	5.0	C5418173
guanoxabenz	5.0	C0061990
PSMA-1007 (18F)	5.0	C5238480
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C	5.0	C3652656
metoprolol and other diuretics	5.0	C3652949
alendronic acid	5.0	C0771311
chenodeoxycholic acid	5.0	C0008024
anti-D (rh) immunoglobulin	5.0	C0073188
mefloquine	5.0	C0025153
carbimazole	5.0	C0006983
biphenylol	5.0	C3652925
guaiazulen	5.0	C3652630
olodaterol and tiotropium bromide	5.0	C4059164
technetium (99mTc) sulfur colloid	5.0	C0039419
valsartan	5.0	C0216784
difenpiramide	5.0	C0057982
cytisinicline	5.0	C0056913
balsalazide	5.0	C0052940
zofenopril	5.0	C0078836
amitriptyline and psycholeptics	5.0	C3653016
avapritinib	5.0	C4743552
rupatadine	5.0	C0534301
lanreotide	5.0	C0209211
bexarotene	5.0	C0765273
bromochlorosalicylanilide	5.0	C0770939
pseudoephedrine	5.0	C0033798
methaqualone	5.0	C0025627
rifampicin	5.0	C0035608
oxatomide	5.0	C0134337
technetium (99mTc) exametazime	5.0	C0145055
sodium edetate	5.0	C0012695
mercury, metallic	5.0	C3652534
methiodal	5.0	C0066116
difenoxin	5.0	C0057981
padeliporfin	5.0	C2698706
barium sulfate without suspending agents	5.0	C3653269
tetanus toxoid	5.0	C0305062
atogepant	5.0	C5238205
pamidronic acid	5.0	C3714572
misoprostol	5.0	C0085174
colecalciferol, combinations	5.0	C4542159
methyltestosterone and estrogen	5.0	C1875131
sodium propionate	5.0	C0142916
metformin	5.0	C0025598
cycloserine	5.0	C0010590
mifamurtide	5.0	C0129341
oxycodone and naloxone	5.0	C3848704
fenoverine	5.0	C0060182
erythromycin, combinations	5.0	C2193811
temafloxacin	5.0	C0076075
tilidine	5.0	C0040219
dapivirine	5.0	C1434916
conjugated estrogens and bazedoxifene	5.0	C3668765
fosinopril	5.0	C0118168
acetyldigitoxin	5.0	C0520442
gas-gangrene sera	5.0	C3652631
econazole, combinations	5.0	C5227826
pyrimethamine	5.0	C0034283
fremanezumab	5.0	C4549503
rocuronium bromide	5.0	C0069632
haemophilus influenzae B, combinations with pertussis and toxoids	5.0	C3652447
topiramate	5.0	C0076829
alemtuzumab	5.0	C0383429
peginterferon alfacon-2	5.0	C5238098
levacetylmethadol	5.0	C3536876
halazepam	5.0	C0062092
cetrimide	5.0	C0950191
ketoprofen, combinations	5.0	C3652862
mobocertinib	5.0	C5418176
rosuvastatin	5.0	C0965129
gadodiamide	5.0	C0082646
covid-19, inactivated virus	5.0	C5783049
ulipristal	5.0	C0300205
mibefradil	5.0	C0286185
cannabidiol	5.0	C0006863
lorazepam, combinations	5.0	C3652855
castor oil	5.0	C0007343
imipenem and cilastatin	5.0	C0071972
pertuzumab	5.0	C1328025
vintafolide	5.0	C3530172
prethcamide	5.0	C0071957
clotiapine	5.0	C0009071
ambrisentan and tadalafil	5.0	C4759126
linopirdine	5.0	C0286263
indigo carmine	5.0	C0021219
danaparoid	5.0	C0259507
phenprobamate, combinations with psycholeptics	5.0	C3653233
casirivimab and imdevimab	5.0	C5433281
midazolam	5.0	C0026056
unoprostone	5.0	C0772319
bimatoprost	5.0	C0937917
clofenamide and potassium	5.0	C3652796
flucloxacillin	5.0	C0016267
bietaserpine, combinations	5.0	C3653172
digitalis antitoxin	5.0	C3652663
norgestrienone	5.0	C0028369
bismuth subcitrate	5.0	C0106556
perazine	5.0	C0030969
zinc bandage with supplements	5.0	C3653216
bambuterol	5.0	C0052944
chloroprednisone and antiinfectives	5.0	C3652801
glucosaminoglycan polysulfate	5.0	C3652533
simvastatin and acetylsalicylic acid	5.0	C3652451
creosote	5.0	C0010303
tibolone	5.0	C0076660
thiamazole	5.0	C0025644
diphtheria-hepatitis B-pertussis-tetanus	5.0	C3652655
lubiprostone	5.0	C1684405
metoprolol	5.0	C0025859
tenapanor	5.0	C4043480
ticarcillin	5.0	C0040193
diphtheria toxoid	5.0	C0012551
cefamandole	5.0	C0007541
covid-19, protein subunit	5.0	C5783050
bifonazole, combinations	5.0	C3653171
formoterol and budesonide	5.0	C1276807
remikiren	5.0	C0209499
cefotaxime and beta-lactamase inhibitor	5.0	C4542192
cyclopenthiazide	5.0	C0010581
tilbroquinol and tiliquinol	5.0	C5577415
tisotumab vedotin	5.0	C4724800
hidrosmin	5.0	C0121780
demegestone	5.0	C0057362
polythiazide and potassium	5.0	C3652721
ibalizumab	5.0	C1434792
nateglinide	5.0	C0903898
pazufloxacin	5.0	C0175022
theophylline, combinations with psycholeptics	5.0	C3653218
hydrochlorothiazide and potassium	5.0	C3652760
fluorocholine (18F)	5.0	C1744278
pethidine, combinations excl. psycholeptics	5.0	C3653196
zanamivir	5.0	C0216660
gallium (67Ga) citrate	5.0	C0893383
Local hemostatic combinations	5.0	C3539965
oblimersen	5.0	C0914297
methacholine	5.0	C0600370
trimethyldiphenylpropylamine	5.0	C3652671
dipivefrine	5.0	C0058415
oxaflozane	5.0	C0069709
volanesorsen	5.0	C4726970
gemeprost	5.0	C0044923
rivastigmine	5.0	C0649350
rutoside, combinations	5.0	C3652838
betahistine	5.0	C0005301
heptabarbital	5.0	C0019217
Short-acting sulfonamide combinations	5.0	C3539181
ataluren	5.0	C2930764
dihydroergotamine, combinations	5.0	C3653150
technetium (99mTc) human immunoglobulin	5.0	C3652581
tazemetostat	5.0	C4086895
norethandrolone	5.0	C0028355
hydroxyethylpromethazine, combinations	5.0	C3653109
seratrodast	5.0	C0050339
ferrous aspartate	5.0	C0771913
ustekinumab	5.0	C1608841
hydrocortisone aceponate	5.0	C0082944
trimethoprim	5.0	C0041041
alum	5.0	C0137988
lazertinib	5.0	C4724849
doxazosin and finasteride	5.0	C5783055
parsaclisib	5.0	C5139756
ferrous ascorbate	5.0	C0015888
sulpiride	5.0	C0038803
emtricitabine, tenofovir disoproxil and efavirenz	5.0	C5400117
dacarbazine	5.0	C0010927
thiethylperazine	5.0	C0039865
orlistat	5.0	C0076275
zinc bandage without supplements	5.0	C3652443
levodopa, decarboxylase inhibitor and COMT inhibitor	5.0	C3652892
protein C	5.0	C0033621
niaprazine	5.0	C0068673
glycine	5.0	C0017890
flumazenil	5.0	C0016293
various other anti-acne preparation combinations for topical use in ATC	5.0	C3540029
fibrinolysin	5.0	C0016016
parathyroid gland extract	5.0	C3652726
mazaticol	5.0	C0065760
valsartan and nebivolol	5.0	C4271581
epinephrine and other drugs for obstructive airway diseases	5.0	C3652979
ethambutol and isoniazid	5.0	C2079437
ticlopidine	5.0	C0040207
benzododecinium	5.0	C0058263
phanquinone	5.0	C0070517
choline theophyllinate	5.0	C0055578
chlorambucil	5.0	C0008163
cough suppressants and expectorants	5.0	C3652793
technetium (99mTc) sestamibi	5.0	C0162680
benziodarone, combinations	5.0	C3653175
leuprorelin and bicalutamide	5.0	C4759133
dixanthogen	5.0	C0058517
adenosine	5.0	C0001443
dimethoxanate	5.0	C0392426
gemifloxacin	5.0	C0533545
penicillamine	5.0	C0030817
loncastuximab tesirine	5.0	C5203804
edoxudine	5.0	C0115510
meclozine	5.0	C0025039
cyclopentamine	5.0	C0163082
rosuvastatin and fimasartan	5.0	C5227840
polatuzumab vedotin	5.0	C4078806
sertraline	5.0	C0074393
prazepam	5.0	C0032910
tetracaine, combinations	5.0	C4542178
buflomedil	5.0	C0054207
sodium folinate	5.0	C3273487
entrectinib	5.0	C4086264
alverine, combinations	5.0	C3653182
benziodarone	5.0	C0053185
atovaquone	5.0	C0165603
(2-benzhydryloxyethyl)diethyl-methylammonium iodide	5.0	C3652946
nesiritide	5.0	C0054015
xibornol	5.0	C0078622
diazoxide	5.0	C0012022
combinations of imidazole derivatives	5.0	C3653134
metoprolol and thiazides	5.0	C3652948
belumosudil	5.0	C5418179
chlortalidone and potassium	5.0	C3652799
quassia	5.0	C1365976
technetium (99mTc) depreotide	5.0	C1100674
yttrium (90Y) citrate colloid	5.0	C3652527
atazanavir and cobicistat	5.0	C3883388
phenytoin	5.0	C0031507
nisoldipine	5.0	C0028116
tafasitamab	5.0	C5139916
cidofovir	5.0	C0286079
meningococcus A,C, bivalent purified polysaccharides antigen	5.0	C3652505
fencamfamin	5.0	C0060157
carmofur	5.0	C0044401
trofosfamide	5.0	C0077375
other cough suppressant combinations in ATC	5.0	C3540030
diprophylline, combinations	5.0	C3653146
oxycodone and naltrexone	5.0	C4282509
cefpirome	5.0	C0062986
fexinidazole	5.0	C0060304
histapyrrodine	5.0	C0628458
cineole	5.0	C0055738
dexmethylphenidate and serdexmethylphenidate	5.0	C5449032
calcium citrate	5.0	C0108101
opicapone	5.0	C2933912
sulprostone	5.0	C0075628
sulfadiazine and tetroxoprim	5.0	C2929237
chlorotrianisene	5.0	C0008275
penamecillin	5.0	C0070217
oxetacaine	5.0	C0069758
dicoumarol	5.0	C0005640
cemiplimab	5.0	C4724806
electrolytes with carbohydrates	5.0	C1874716
local opthalmologic anesthetic combinations	5.0	C3539964
mebendazole, combinations	5.0	C3652853
oxprenolol and other diuretics	5.0	C3653011
baclofen	5.0	C0004609
tinzaparin	5.0	C0216278
cilazapril	5.0	C0055723
blood plasma	5.0	C0032105
moxaverine	5.0	C0129044
phenylpropanolamine	5.0	C0031495
lomustine	5.0	C0023972
margetuximab	5.0	C4053695
cyclobutyrol	5.0	C0056739
bucladesine	5.0	C0012054
magnesium silicate	5.0	C0851342
interferon alfacon-1	5.0	C0164613
various other intestinal adsorbents in ATC	5.0	C3540769
nicotine	5.0	C0028040
mebutizide	5.0	C0603520
epanolol	5.0	C0116294
pivmecillinam	5.0	C0002436
technetium (99mTc) ethylenedicysteine	5.0	C3652464
dinutuximab beta	5.0	C4722567
colesevelam	5.0	C0541155
benzethonium chloride	5.0	C0079015
somatorelin	5.0	C1961852
calcium silicate	5.0	C0054483
tiadenol	5.0	C0076648
thiotepa	5.0	C0039871
pivampicillin	5.0	C0032032
pegaptanib	5.0	C1531015
mitapivat	5.0	C5226639
ergoloid mesylates, combinations	5.0	C3652878
potassium canrenoate	5.0	C0006881
metformin and ertugliflozin	5.0	C4535599
glisoxepide	5.0	C0061330
articaine	5.0	C1608295
sodium aurotiosulfate	5.0	C0037512
efloxate	5.0	C0058961
dihydroergocristine	5.0	C0012289
obinutuzumab	5.0	C2742503
veratrum and diuretics	5.0	C3653022
benorilate	5.0	C0005011
acetylsalicylic acid and corticosteroids	5.0	C3653021
beraprost	5.0	C0053336
dienogest and ethinylestradiol	5.0	C3700407
silver sulfadiazine	5.0	C0037134
teniposide	5.0	C0039512
crizotinib	5.0	C2974289
fluticasone, combinations	5.0	C3652868
iodocholesterol (131I)	5.0	C3652450
sulfamethoxypyridazine	5.0	C0038693
cefprozil	5.0	C0053882
parnaparin	5.0	C0215717
cefoperazone	5.0	C0007552
dienogest	5.0	C0057916
indoprofen	5.0	C0021251
rucaparib	5.0	C3661315
muromonab-CD3	5.0	C0085379
temozolomide	5.0	C0076080
cimetidine, combinations	5.0	C3653101
metahexamide	5.0	C0663351
glycobiarsol, combinations	5.0	C3652863
measles, combinations with rubella, live attenuated	5.0	C3653245
vonoprazan, amoxicillin and clarithromycin	5.0	C5227844
cypermethrin	5.0	C0056849
aliskiren	5.0	C1120110
valethamate	5.0	C0077981
ixabepilone	5.0	C1135132
oxaliplatin	5.0	C0069717
montelukast, combinations	5.0	C3871439
imipramine oxide	5.0	C3652629
iocarmic acid	5.0	C0063746
cinoxacin	5.0	C0008806
butenafine	5.0	C0107497
bacampicillin	5.0	C0052865
cloricromen	5.0	C0050066
terconazole	5.0	C0076115
ethisterone	5.0	C0015025
xaliproden	5.0	C1138235
lopinavir and ritonavir	5.0	C0939237
posaconazole	5.0	C0936148
aminomethylbenzoic acid	5.0	C0048045
abemaciclib	5.0	C3852841
astemizole	5.0	C0085170
propentofylline	5.0	C0072171
racecadotril	5.0	C0050461
sitagliptin	5.0	C1565750
masoprocol	5.0	C0733397
nifedipine and diuretics	5.0	C3653027
betamethasone and antiseptics	5.0	C3652904
deferoxamine	5.0	C0011145
ipragliflozin	5.0	C3492889
lascufloxacin	5.0	C4705101
vinylbital	5.0	C0054306
catumaxomab	5.0	C1831854
levobupivacaine	5.0	C0873118
indium (111In) tropolonate labelled cells	5.0	C3652652
varicella, live attenuated	5.0	C3464497
sulfamerazine and trimethoprim	5.0	C2927898
multivitamins and calcium	5.0	C2194201
antibiotics in combination with other drugs	5.0	C3653271
plerixafor	5.0	C1955474
attapulgite	5.0	C0052657
rosuvastatin and fenofibrate	5.0	C5227839
tiocarlide	5.0	C3652604
gabapentin	5.0	C0060926
dibromotyrosine	5.0	C3652699
diatrizoic acid	5.0	C0147942
melperone	5.0	C0066477
deutetrabenazine	5.0	C4277781
artesunate and pyronaridine	5.0	C3652932
lasofoxifene	5.0	C0963839
sodium levofolinate	5.0	C3652543
valsartan and amlodipine	5.0	C1962523
nimetazepam	5.0	C0068774
pegzilarginase	5.0	C4724814
linsidomine	5.0	C0525082
plecanatide	5.0	C3711911
vilanterol and umeclidinium bromide	5.0	C3700388
darunavir	5.0	C1435444
polmacoxib	5.0	C4519118
lidoflazine	5.0	C0023665
tiotixene	5.0	C0039955
levothyroxine sodium	5.0	C0079691
technetium (99mTc) galtifenin	5.0	C3652626
flower allergenic extracts	5.0	C3540799
mifepristone, combinations	5.0	C3871440
immunoglobulins, normal human, for intravascular adm.	5.0	C3652960
mecamylamine	5.0	C0025029
metformin and alogliptin	5.0	C3535926
angiotensin II	5.0	C0003009
benzoctamine	5.0	C0053217
raltegravir	5.0	C1871526
enfortumab vedotin	5.0	C4519740
nizatidine	5.0	C0085154
methylpropylpropanediol dinitrate	5.0	C3652679
diloxanide	5.0	C0206816
sulbactam	5.0	C0038665
elosulfase alfa	5.0	C3817397
atropine and psycholeptics	5.0	C3652998
oil ingredients	5.0	C3541397
trypsin	5.0	C0041236
hepatitis B immunoglobulin	5.0	C0062525
benperidol	5.0	C0005013
methocarbamol	5.0	C0025659
tuberculosis, live attenuated	5.0	C3652576
olsalazine	5.0	C0069454
aciclovir, combinations	5.0	C3653186
